null,0,1,label,selection
"Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website.
Which is the topic of this example, choice 1: politics, or choice 2: technology?","Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 1","Zarqawi group claims attack on Australian soldiers in Baghdad (AFP) AFP - The group loyal to Al-Qaeda-linked militant Abu Mussab al-Zarqawi claimed to have bombed an Australian convoy in Baghdad, in a statement posted on an Islamist website.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation 
Which is the topic of this example, choice 1: politics, or choice 2: business?","Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation 
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 1","Grand Jury Adds to HealthSouth Charges Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation 
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy.
Which is the topic of this example, choice 1: sports, or choice 2: business?","Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 1","Enron probe turns focus to 1.3 mn stock sale by Lay #39;s wife : Houston, Nov 17 : US authorities are probing if Linda, wife of ex-Enron Chairman Ken Lay, acted improperly when she had their family foundation sell 1.3 million Enron stocks just days before the energy giant #39;s bankruptcy.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought 
Which is the topic of this example, choice 1: technology, or choice 2: politics?","Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought 
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 1","Supreme Court Asked To Hear File-Sharing Arguments The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought 
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning 
Which is the topic of this example, choice 1: politics, or choice 2: business?","Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning 
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 1","Thousands to attend Moscow anti-terror rally Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning 
Which is the topic of this example, choice 1: politics, or choice 2: business?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.
Which is the topic of this example, choice 1: politics, or choice 2: sports?","Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 1","Palestinians Sift Rubble After Israel's Gaza Assault  JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.
Which is the topic of this example, choice 1: politics, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers.
Which is the topic of this example, choice 1: business, or choice 2: technology?","Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers.
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 1","Ninety million Bagle worms kill the Windows XP2 firewall Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers.
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday.
Which is the topic of this example, choice 1: sports, or choice 2: business?","Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 1","Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term.
Which is the topic of this example, choice 1: sports, or choice 2: politics?","Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term.
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 1","Bush, Lawmakers Discuss Social Security (AP) AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term.
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Cambodia #39;s Legislature Bars Government from Pardoning Khmer Rouge Legislators today approved laws barring the Cambodian government from pardoning Khmer Rouge suspects, one day after ratifying a landmark UN-backed plan to set up a tribunal to prosecute surviving leaders of the murderous 1970s regime.
Which is the topic of this example, choice 1: technology, or choice 2: politics?","Cambodia #39;s Legislature Bars Government from Pardoning Khmer Rouge Legislators today approved laws barring the Cambodian government from pardoning Khmer Rouge suspects, one day after ratifying a landmark UN-backed plan to set up a tribunal to prosecute surviving leaders of the murderous 1970s regime.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 1","Cambodia #39;s Legislature Bars Government from Pardoning Khmer Rouge Legislators today approved laws barring the Cambodian government from pardoning Khmer Rouge suspects, one day after ratifying a landmark UN-backed plan to set up a tribunal to prosecute surviving leaders of the murderous 1970s regime.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"S.Africa Cancels Thatcher Meeting with Eq. Guinea South Africa has canceled a meeting with prosecutors from Equatorial Guinea who had hoped to interview Mark Thatcher on his suspected links to a coup plot in the oil-rich country, officials said on Sunday.
Which is the topic of this example, choice 1: technology, or choice 2: politics?","S.Africa Cancels Thatcher Meeting with Eq. Guinea South Africa has canceled a meeting with prosecutors from Equatorial Guinea who had hoped to interview Mark Thatcher on his suspected links to a coup plot in the oil-rich country, officials said on Sunday.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 1","S.Africa Cancels Thatcher Meeting with Eq. Guinea South Africa has canceled a meeting with prosecutors from Equatorial Guinea who had hoped to interview Mark Thatcher on his suspected links to a coup plot in the oil-rich country, officials said on Sunday.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Vote near, Saudis push to modernize RIYADH, Saudi Arabia -- Even as Saudi Arabia struggles internally with violent extremists and externally with its image as the country that produced most of the attackers of Sept. 11, 2001, the desert kingdom's rulers are moving on multiple fronts to modernize and moderate their nation.
Which is the topic of this example, choice 1: technology, or choice 2: politics?","Vote near, Saudis push to modernize RIYADH, Saudi Arabia -- Even as Saudi Arabia struggles internally with violent extremists and externally with its image as the country that produced most of the attackers of Sept. 11, 2001, the desert kingdom's rulers are moving on multiple fronts to modernize and moderate their nation.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 1","Vote near, Saudis push to modernize RIYADH, Saudi Arabia -- Even as Saudi Arabia struggles internally with violent extremists and externally with its image as the country that produced most of the attackers of Sept. 11, 2001, the desert kingdom's rulers are moving on multiple fronts to modernize and moderate their nation.
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"UPDATE 2-Computershare buys US EquiServe, shares surge Australia #39;s Computershare Ltd. (CPU.AX: Quote, Profile, Research) has agreed to buy the second-largest US share registrar, EquiServe, for \$292 million, quadrupling 
Which is the topic of this example, choice 1: business, or choice 2: politics?","UPDATE 2-Computershare buys US EquiServe, shares surge Australia #39;s Computershare Ltd. (CPU.AX: Quote, Profile, Research) has agreed to buy the second-largest US share registrar, EquiServe, for \$292 million, quadrupling 
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","UPDATE 2-Computershare buys US EquiServe, shares surge Australia #39;s Computershare Ltd. (CPU.AX: Quote, Profile, Research) has agreed to buy the second-largest US share registrar, EquiServe, for \$292 million, quadrupling 
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Yukos to vote on bankruptcy Yukos warned yesterday it could declare bankruptcy within months following fresh tax claims that could leave Russia #39;s biggest oil company facing an astronomical bill of \$17 billion (R104 billion).
Which is the topic of this example, choice 1: business, or choice 2: sports?","Yukos to vote on bankruptcy Yukos warned yesterday it could declare bankruptcy within months following fresh tax claims that could leave Russia #39;s biggest oil company facing an astronomical bill of \$17 billion (R104 billion).
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 1","Yukos to vote on bankruptcy Yukos warned yesterday it could declare bankruptcy within months following fresh tax claims that could leave Russia #39;s biggest oil company facing an astronomical bill of \$17 billion (R104 billion).
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Rockets 89 Hornets 81 HOUSTON Yao Ming #39;s 21 points and nine rebounds led the Houston Rockets to an 89-to-81 victory over the hapless New Orleans Hornets.
Which is the topic of this example, choice 1: sports, or choice 2: business?","Rockets 89 Hornets 81 HOUSTON Yao Ming #39;s 21 points and nine rebounds led the Houston Rockets to an 89-to-81 victory over the hapless New Orleans Hornets.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 1","Rockets 89 Hornets 81 HOUSTON Yao Ming #39;s 21 points and nine rebounds led the Houston Rockets to an 89-to-81 victory over the hapless New Orleans Hornets.
Which is the topic of this example, choice 1: sports, or choice 2: business?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Banks seek court ruling over F1 Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.
Which is the topic of this example, choice 1: technology, or choice 2: business?","Banks seek court ruling over F1 Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 1","Banks seek court ruling over F1 Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.
Which is the topic of this example, choice 1: sports, or choice 2: politics?","Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 1","Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.
Which is the topic of this example, choice 1: sports, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Cisco joins WiMax Forum The networking giant formally signs on to the wireless broadband group as the organization's ranks increase.
Which is the topic of this example, choice 1: technology, or choice 2: sports?","Cisco joins WiMax Forum The networking giant formally signs on to the wireless broadband group as the organization's ranks increase.
Which is the topic of this example, choice 1: technology, or choice 2: sports?</s></s>choice 1","Cisco joins WiMax Forum The networking giant formally signs on to the wireless broadband group as the organization's ranks increase.
Which is the topic of this example, choice 1: technology, or choice 2: sports?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"OPEC Can Raise Output Capacity by 1 Mln Barrels/Day (Update1) The Organization of Petroleum Exporting Countries, which supplies a third of the world #39;s crude oil, can raise production capacity by 1 million barrels a day by year-end, OPEC President Purnomo Yusgiantoro said.
Which is the topic of this example, choice 1: technology, or choice 2: business?","OPEC Can Raise Output Capacity by 1 Mln Barrels/Day (Update1) The Organization of Petroleum Exporting Countries, which supplies a third of the world #39;s crude oil, can raise production capacity by 1 million barrels a day by year-end, OPEC President Purnomo Yusgiantoro said.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 1","OPEC Can Raise Output Capacity by 1 Mln Barrels/Day (Update1) The Organization of Petroleum Exporting Countries, which supplies a third of the world #39;s crude oil, can raise production capacity by 1 million barrels a day by year-end, OPEC President Purnomo Yusgiantoro said.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt; The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.
Which is the topic of this example, choice 1: politics, or choice 2: technology?","Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt; The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 1","Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt; The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"UN panel proposes sweeping changes UNITED NATIONS, New York The United Nations has proposed the most sweeping changes in its history, recommending the overhaul of its top decision-making group, the Security Council, and holding out the possibility that it could grant legitimacy to pre 
Which is the topic of this example, choice 1: technology, or choice 2: politics?","UN panel proposes sweeping changes UNITED NATIONS, New York The United Nations has proposed the most sweeping changes in its history, recommending the overhaul of its top decision-making group, the Security Council, and holding out the possibility that it could grant legitimacy to pre 
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 1","UN panel proposes sweeping changes UNITED NATIONS, New York The United Nations has proposed the most sweeping changes in its history, recommending the overhaul of its top decision-making group, the Security Council, and holding out the possibility that it could grant legitimacy to pre 
Which is the topic of this example, choice 1: technology, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"Cape Clear, Neon in Web services deal Cape Clear Software and Neon Systems Inc. on Wednesday announced they are working together to integrate their respective technologies and allow users to quickly integrate mainframe applications and data through the use of Web services.
Which is the topic of this example, choice 1: politics, or choice 2: technology?","Cape Clear, Neon in Web services deal Cape Clear Software and Neon Systems Inc. on Wednesday announced they are working together to integrate their respective technologies and allow users to quickly integrate mainframe applications and data through the use of Web services.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 1","Cape Clear, Neon in Web services deal Cape Clear Software and Neon Systems Inc. on Wednesday announced they are working together to integrate their respective technologies and allow users to quickly integrate mainframe applications and data through the use of Web services.
Which is the topic of this example, choice 1: politics, or choice 2: technology?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"S amp;P 500 Rises for 4th Day; Material, Energy Shares Lead Advance The Standard  amp; Poor #39;s 500 Index rose for a fourth day as investors looked past a disappointing third- quarter economic growth report to better-than-expected readings on Chicago-area business and consumer confidence.
Which is the topic of this example, choice 1: business, or choice 2: politics?","S amp;P 500 Rises for 4th Day; Material, Energy Shares Lead Advance The Standard  amp; Poor #39;s 500 Index rose for a fourth day as investors looked past a disappointing third- quarter economic growth report to better-than-expected readings on Chicago-area business and consumer confidence.
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","S amp;P 500 Rises for 4th Day; Material, Energy Shares Lead Advance The Standard  amp; Poor #39;s 500 Index rose for a fourth day as investors looked past a disappointing third- quarter economic growth report to better-than-expected readings on Chicago-area business and consumer confidence.
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"US Stocks Fall, Cisco Leads Techs Lower Stocks fell on Wednesday after investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) said quarterly profit fell, casting doubt on corporate profit growth, while a brokerage downgrade on Cisco Systems Inc.
Which is the topic of this example, choice 1: business, or choice 2: technology?","US Stocks Fall, Cisco Leads Techs Lower Stocks fell on Wednesday after investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) said quarterly profit fell, casting doubt on corporate profit growth, while a brokerage downgrade on Cisco Systems Inc.
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 1","US Stocks Fall, Cisco Leads Techs Lower Stocks fell on Wednesday after investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) said quarterly profit fell, casting doubt on corporate profit growth, while a brokerage downgrade on Cisco Systems Inc.
Which is the topic of this example, choice 1: business, or choice 2: technology?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"NASA administrator to resign WASHINGTON: Sean O #39;Keefe, is resigning after three tumultuous years heading the US space program, the White House said Monday.
Which is the topic of this example, choice 1: technology, or choice 2: business?","NASA administrator to resign WASHINGTON: Sean O #39;Keefe, is resigning after three tumultuous years heading the US space program, the White House said Monday.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 1","NASA administrator to resign WASHINGTON: Sean O #39;Keefe, is resigning after three tumultuous years heading the US space program, the White House said Monday.
Which is the topic of this example, choice 1: technology, or choice 2: business?</s></s>choice 2",0,"['choice 1', 'choice 2']"
"Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.
Which is the topic of this example, choice 1: business, or choice 2: sports?","Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 1","Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.
Which is the topic of this example, choice 1: business, or choice 2: sports?</s></s>choice 2",1,"['choice 1', 'choice 2']"
"US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
Which is the topic of this example, choice 1: business, or choice 2: politics?","US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 1","US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
Which is the topic of this example, choice 1: business, or choice 2: politics?</s></s>choice 2",1,"['choice 1', 'choice 2']"
