null,0,1,label,selection
"The memo, written by Marc Allen Connelly (who was general counsel to the funeral services commission at the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission) stated that Connelly ""received information"" from Texas state officials that two of the funeral commissioners worked for SCI.
Question: Does this imply that ""Dick McNeil was an employee of Bush."", yes or no?","The memo, written by Marc Allen Connelly (who was general counsel to the funeral services commission at the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission) stated that Connelly ""received information"" from Texas state officials that two of the funeral commissioners worked for SCI.
Question: Does this imply that ""Dick McNeil was an employee of Bush."", yes or no?</s></s>yes","The memo, written by Marc Allen Connelly (who was general counsel to the funeral services commission at the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission) stated that Connelly ""received information"" from Texas state officials that two of the funeral commissioners worked for SCI.
Question: Does this imply that ""Dick McNeil was an employee of Bush."", yes or no?</s></s>no",1,"['yes', 'no']"
"For instance, the direct and indirect economic cost of the floods in Mozambique caused by Tropical Storms Elyne and Gloria in February and March 2000, is estimated at US$1 billion, as compared to the country's export earning of only US$300 million in 1999.
Question: Does this imply that ""A tropical storm has caused significant property damage or loss of life."", yes or no?","For instance, the direct and indirect economic cost of the floods in Mozambique caused by Tropical Storms Elyne and Gloria in February and March 2000, is estimated at US$1 billion, as compared to the country's export earning of only US$300 million in 1999.
Question: Does this imply that ""A tropical storm has caused significant property damage or loss of life."", yes or no?</s></s>yes","For instance, the direct and indirect economic cost of the floods in Mozambique caused by Tropical Storms Elyne and Gloria in February and March 2000, is estimated at US$1 billion, as compared to the country's export earning of only US$300 million in 1999.
Question: Does this imply that ""A tropical storm has caused significant property damage or loss of life."", yes or no?</s></s>no",0,"['yes', 'no']"
"A collection of real-life testimonies by Klaus Pohl, one of Germany's most performed dramatists, its power resides less in the conventional meaning of the word drama than in what it reveals - a country still deeply at odds with itself, a kaleidoscope of events that flatters neither side, neither Western capitalism nor the former communist regime.
Question: Does this imply that ""Klaus Pohl is a German dramatist."", yes or no?","A collection of real-life testimonies by Klaus Pohl, one of Germany's most performed dramatists, its power resides less in the conventional meaning of the word drama than in what it reveals - a country still deeply at odds with itself, a kaleidoscope of events that flatters neither side, neither Western capitalism nor the former communist regime.
Question: Does this imply that ""Klaus Pohl is a German dramatist."", yes or no?</s></s>yes","A collection of real-life testimonies by Klaus Pohl, one of Germany's most performed dramatists, its power resides less in the conventional meaning of the word drama than in what it reveals - a country still deeply at odds with itself, a kaleidoscope of events that flatters neither side, neither Western capitalism nor the former communist regime.
Question: Does this imply that ""Klaus Pohl is a German dramatist."", yes or no?</s></s>no",0,"['yes', 'no']"
"About 33.5 million people live in this massive conurbation. I would guess that 95% of the 5,000 officially foreign-capital firms in Japan are based in Tokyo.
Question: Does this imply that ""About 33.5 miilion people live in Tokyo."", yes or no?","About 33.5 million people live in this massive conurbation. I would guess that 95% of the 5,000 officially foreign-capital firms in Japan are based in Tokyo.
Question: Does this imply that ""About 33.5 miilion people live in Tokyo."", yes or no?</s></s>yes","About 33.5 million people live in this massive conurbation. I would guess that 95% of the 5,000 officially foreign-capital firms in Japan are based in Tokyo.
Question: Does this imply that ""About 33.5 miilion people live in Tokyo."", yes or no?</s></s>no",0,"['yes', 'no']"
"Traditionally, 60 percent of the tickets sold for a stop on the Vans Warped Tour, for example, occur six days prior to the show.
Question: Does this imply that ""Most tours only sell 60 percent of the tickets."", yes or no?","Traditionally, 60 percent of the tickets sold for a stop on the Vans Warped Tour, for example, occur six days prior to the show.
Question: Does this imply that ""Most tours only sell 60 percent of the tickets."", yes or no?</s></s>yes","Traditionally, 60 percent of the tickets sold for a stop on the Vans Warped Tour, for example, occur six days prior to the show.
Question: Does this imply that ""Most tours only sell 60 percent of the tickets."", yes or no?</s></s>no",1,"['yes', 'no']"
"Mr. McEveety told me he had discussed the quote voiced by Archbishop Dziwisz with the pope's longtime official spokesman, Joaquin Navarro-Valls, head of the Vatican press office.
Question: Does this imply that ""Joaquin Navarro-Valls is the pope's official spokesman."", yes or no?","Mr. McEveety told me he had discussed the quote voiced by Archbishop Dziwisz with the pope's longtime official spokesman, Joaquin Navarro-Valls, head of the Vatican press office.
Question: Does this imply that ""Joaquin Navarro-Valls is the pope's official spokesman."", yes or no?</s></s>yes","Mr. McEveety told me he had discussed the quote voiced by Archbishop Dziwisz with the pope's longtime official spokesman, Joaquin Navarro-Valls, head of the Vatican press office.
Question: Does this imply that ""Joaquin Navarro-Valls is the pope's official spokesman."", yes or no?</s></s>no",0,"['yes', 'no']"
"The bus, which was heading for Nairobi in Kenya , crashed in the Kabale district of Uganda near the Rwandan border.
Question: Does this imply that ""The Kabale district borders on Rwanda."", yes or no?","The bus, which was heading for Nairobi in Kenya , crashed in the Kabale district of Uganda near the Rwandan border.
Question: Does this imply that ""The Kabale district borders on Rwanda."", yes or no?</s></s>yes","The bus, which was heading for Nairobi in Kenya , crashed in the Kabale district of Uganda near the Rwandan border.
Question: Does this imply that ""The Kabale district borders on Rwanda."", yes or no?</s></s>no",0,"['yes', 'no']"
"Venezuelan President Hugo Chavez has said he is prepared to receive detainees held by the US military at the Guantanamo Bay camp in Cuba. US President Barack Obama has ordered the closure of the controversial camp, in which around 240 inmates are held, by next year. Mr Chavez made his offer at a summit of South American and Arab countries.  It is highly unlikely the Pentagon will take him up on it, however, given the poor state of US ties with Venezuela.
Question: Does this imply that ""About 240 people are detained in the prison at Guantanamo."", yes or no?","Venezuelan President Hugo Chavez has said he is prepared to receive detainees held by the US military at the Guantanamo Bay camp in Cuba. US President Barack Obama has ordered the closure of the controversial camp, in which around 240 inmates are held, by next year. Mr Chavez made his offer at a summit of South American and Arab countries.  It is highly unlikely the Pentagon will take him up on it, however, given the poor state of US ties with Venezuela.
Question: Does this imply that ""About 240 people are detained in the prison at Guantanamo."", yes or no?</s></s>yes","Venezuelan President Hugo Chavez has said he is prepared to receive detainees held by the US military at the Guantanamo Bay camp in Cuba. US President Barack Obama has ordered the closure of the controversial camp, in which around 240 inmates are held, by next year. Mr Chavez made his offer at a summit of South American and Arab countries.  It is highly unlikely the Pentagon will take him up on it, however, given the poor state of US ties with Venezuela.
Question: Does this imply that ""About 240 people are detained in the prison at Guantanamo."", yes or no?</s></s>no",0,"['yes', 'no']"
"Boris Becker is a true legend in the sport of tennis. Aged just seventeen, he won Wimbledon for the first time and went on to become the most prolific tennis player.
Question: Does this imply that ""Boris Becker is a Wimbledon champion."", yes or no?","Boris Becker is a true legend in the sport of tennis. Aged just seventeen, he won Wimbledon for the first time and went on to become the most prolific tennis player.
Question: Does this imply that ""Boris Becker is a Wimbledon champion."", yes or no?</s></s>yes","Boris Becker is a true legend in the sport of tennis. Aged just seventeen, he won Wimbledon for the first time and went on to become the most prolific tennis player.
Question: Does this imply that ""Boris Becker is a Wimbledon champion."", yes or no?</s></s>no",0,"['yes', 'no']"
"Manuel Rosales, who ran against Mr Chavez in the 2006 presidential election, faces corruption charges he says are baseless. He had been in hiding since the charges were filed last month. Venezuela's Interior Minister Tareck el-Aissami said Mr Rosales was a criminal on the run. ""If he doesn't appear before the appropriate courts, he would be a fugitive from justice, and as a result the court will activate mechanisms for his international capture,"" said Mr Aissami, denying that the charges were political.
Question: Does this imply that ""Manuel Rosales was mayor of Maracaibo."", yes or no?","Manuel Rosales, who ran against Mr Chavez in the 2006 presidential election, faces corruption charges he says are baseless. He had been in hiding since the charges were filed last month. Venezuela's Interior Minister Tareck el-Aissami said Mr Rosales was a criminal on the run. ""If he doesn't appear before the appropriate courts, he would be a fugitive from justice, and as a result the court will activate mechanisms for his international capture,"" said Mr Aissami, denying that the charges were political.
Question: Does this imply that ""Manuel Rosales was mayor of Maracaibo."", yes or no?</s></s>yes","Manuel Rosales, who ran against Mr Chavez in the 2006 presidential election, faces corruption charges he says are baseless. He had been in hiding since the charges were filed last month. Venezuela's Interior Minister Tareck el-Aissami said Mr Rosales was a criminal on the run. ""If he doesn't appear before the appropriate courts, he would be a fugitive from justice, and as a result the court will activate mechanisms for his international capture,"" said Mr Aissami, denying that the charges were political.
Question: Does this imply that ""Manuel Rosales was mayor of Maracaibo."", yes or no?</s></s>no",1,"['yes', 'no']"
"Rockweed has been harvested commercially in Nova Scotia since the late 1950's and is currently the most important commercial seaweed in Atlantic Canada.
Question: Does this imply that ""Marine vegetation is  harvested."", yes or no?","Rockweed has been harvested commercially in Nova Scotia since the late 1950's and is currently the most important commercial seaweed in Atlantic Canada.
Question: Does this imply that ""Marine vegetation is  harvested."", yes or no?</s></s>yes","Rockweed has been harvested commercially in Nova Scotia since the late 1950's and is currently the most important commercial seaweed in Atlantic Canada.
Question: Does this imply that ""Marine vegetation is  harvested."", yes or no?</s></s>no",0,"['yes', 'no']"
"We learn that Claretta Petacci, Mussolini's last mistress, had a tendency to whine and to lie all day in bed, eating chocolate.
Question: Does this imply that ""Claretta Petacci was Mussolini's last mistress."", yes or no?","We learn that Claretta Petacci, Mussolini's last mistress, had a tendency to whine and to lie all day in bed, eating chocolate.
Question: Does this imply that ""Claretta Petacci was Mussolini's last mistress."", yes or no?</s></s>yes","We learn that Claretta Petacci, Mussolini's last mistress, had a tendency to whine and to lie all day in bed, eating chocolate.
Question: Does this imply that ""Claretta Petacci was Mussolini's last mistress."", yes or no?</s></s>no",0,"['yes', 'no']"
"The plaintiffs in this most recent suit contend that Lee, Perlmutter, Arthur Lieberman and Avi Arad conspired in bad faith to conceal and misappropriate financial interests in Lee's creations assigned to Stan Lee Media in 1998. SLM's meltdown involved its former President Peter F. Paul fleeing to Brazil, contributions made to Bill and Hillary Clinton, Paul's extradition and more. In 2007, SLM filed a $5 billion lawsuit in which it claimed co-ownership of all of Stan Lee's creations for Marvel.
Question: Does this imply that ""Hillary Clinton is Bill's sister."", yes or no?","The plaintiffs in this most recent suit contend that Lee, Perlmutter, Arthur Lieberman and Avi Arad conspired in bad faith to conceal and misappropriate financial interests in Lee's creations assigned to Stan Lee Media in 1998. SLM's meltdown involved its former President Peter F. Paul fleeing to Brazil, contributions made to Bill and Hillary Clinton, Paul's extradition and more. In 2007, SLM filed a $5 billion lawsuit in which it claimed co-ownership of all of Stan Lee's creations for Marvel.
Question: Does this imply that ""Hillary Clinton is Bill's sister."", yes or no?</s></s>yes","The plaintiffs in this most recent suit contend that Lee, Perlmutter, Arthur Lieberman and Avi Arad conspired in bad faith to conceal and misappropriate financial interests in Lee's creations assigned to Stan Lee Media in 1998. SLM's meltdown involved its former President Peter F. Paul fleeing to Brazil, contributions made to Bill and Hillary Clinton, Paul's extradition and more. In 2007, SLM filed a $5 billion lawsuit in which it claimed co-ownership of all of Stan Lee's creations for Marvel.
Question: Does this imply that ""Hillary Clinton is Bill's sister."", yes or no?</s></s>no",1,"['yes', 'no']"
"Côte d'Ivoire's President Laurent Gbagbo promulgated new election laws on July 14, including the creation of an independent electoral commission to oversee the presidential vote, which is slated for October 30.
Question: Does this imply that ""New elections in Côte d'Ivoire will take place on October 30."", yes or no?","Côte d'Ivoire's President Laurent Gbagbo promulgated new election laws on July 14, including the creation of an independent electoral commission to oversee the presidential vote, which is slated for October 30.
Question: Does this imply that ""New elections in Côte d'Ivoire will take place on October 30."", yes or no?</s></s>yes","Côte d'Ivoire's President Laurent Gbagbo promulgated new election laws on July 14, including the creation of an independent electoral commission to oversee the presidential vote, which is slated for October 30.
Question: Does this imply that ""New elections in Côte d'Ivoire will take place on October 30."", yes or no?</s></s>no",0,"['yes', 'no']"
"It's Only a Play is Terrence McNally's ""Give My Regards to Broadway,"" a lightweight tribute to the theater as seen from the lofty but limited vantage point of Broadway artists who are consumed by New York's hit/flop mentality.
Question: Does this imply that ""Broadway is in New York."", yes or no?","It's Only a Play is Terrence McNally's ""Give My Regards to Broadway,"" a lightweight tribute to the theater as seen from the lofty but limited vantage point of Broadway artists who are consumed by New York's hit/flop mentality.
Question: Does this imply that ""Broadway is in New York."", yes or no?</s></s>yes","It's Only a Play is Terrence McNally's ""Give My Regards to Broadway,"" a lightweight tribute to the theater as seen from the lofty but limited vantage point of Broadway artists who are consumed by New York's hit/flop mentality.
Question: Does this imply that ""Broadway is in New York."", yes or no?</s></s>no",0,"['yes', 'no']"
"THE French justice minister who returned to work five days after having a baby, only to lose her job, launched a political comeback last week, letting it be known that she will run for mayor of Paris. Rachida Dati, 43, long seen as President Nicolas Sarkozy's favourite among the ""Sarko-zettes"" - his women ministers - lost his confidence and was ordered to leave the cabinet and instead run for the European parliament. She used the launch of her party's European election campaign to deny she was a Sarkozy creation and to add gravitas to the ""bling-bling"" image attached to her since she posed in a £15,000 Christian Dior dress at a fashion gala.
Question: Does this imply that ""Rachida Dati has Moroccan origins."", yes or no?","THE French justice minister who returned to work five days after having a baby, only to lose her job, launched a political comeback last week, letting it be known that she will run for mayor of Paris. Rachida Dati, 43, long seen as President Nicolas Sarkozy's favourite among the ""Sarko-zettes"" - his women ministers - lost his confidence and was ordered to leave the cabinet and instead run for the European parliament. She used the launch of her party's European election campaign to deny she was a Sarkozy creation and to add gravitas to the ""bling-bling"" image attached to her since she posed in a £15,000 Christian Dior dress at a fashion gala.
Question: Does this imply that ""Rachida Dati has Moroccan origins."", yes or no?</s></s>yes","THE French justice minister who returned to work five days after having a baby, only to lose her job, launched a political comeback last week, letting it be known that she will run for mayor of Paris. Rachida Dati, 43, long seen as President Nicolas Sarkozy's favourite among the ""Sarko-zettes"" - his women ministers - lost his confidence and was ordered to leave the cabinet and instead run for the European parliament. She used the launch of her party's European election campaign to deny she was a Sarkozy creation and to add gravitas to the ""bling-bling"" image attached to her since she posed in a £15,000 Christian Dior dress at a fashion gala.
Question: Does this imply that ""Rachida Dati has Moroccan origins."", yes or no?</s></s>no",1,"['yes', 'no']"
"Digging in a different trench Phoenix's robotic Arm connected with a hard surface that has scientists excited about the prospect of next uncovering an icy layer.  ""We have dug a trench and uncovered a hard layer at the same depth as the ice layer in our other trench,"" said Washington University robotic arm investigator for Phoenix, Ray Arvidson. The arm tried at least three times to penetrate the layer, but was unsuccessful. As a result the arm went into a holding pattern, awaiting its next commands.
Question: Does this imply that ""A robotic arm has been used for scientific discoveries."", yes or no?","Digging in a different trench Phoenix's robotic Arm connected with a hard surface that has scientists excited about the prospect of next uncovering an icy layer.  ""We have dug a trench and uncovered a hard layer at the same depth as the ice layer in our other trench,"" said Washington University robotic arm investigator for Phoenix, Ray Arvidson. The arm tried at least three times to penetrate the layer, but was unsuccessful. As a result the arm went into a holding pattern, awaiting its next commands.
Question: Does this imply that ""A robotic arm has been used for scientific discoveries."", yes or no?</s></s>yes","Digging in a different trench Phoenix's robotic Arm connected with a hard surface that has scientists excited about the prospect of next uncovering an icy layer.  ""We have dug a trench and uncovered a hard layer at the same depth as the ice layer in our other trench,"" said Washington University robotic arm investigator for Phoenix, Ray Arvidson. The arm tried at least three times to penetrate the layer, but was unsuccessful. As a result the arm went into a holding pattern, awaiting its next commands.
Question: Does this imply that ""A robotic arm has been used for scientific discoveries."", yes or no?</s></s>no",0,"['yes', 'no']"
"Sunday's earthquake was felt in the southern Indian city of Madras on the mainland, as well as other parts of south India. The Naval meteorological office in Port Blair said it was the second biggest aftershock after the Dec. 26 earthquake.
Question: Does this imply that ""The city of Madras is located in Southern India."", yes or no?","Sunday's earthquake was felt in the southern Indian city of Madras on the mainland, as well as other parts of south India. The Naval meteorological office in Port Blair said it was the second biggest aftershock after the Dec. 26 earthquake.
Question: Does this imply that ""The city of Madras is located in Southern India."", yes or no?</s></s>yes","Sunday's earthquake was felt in the southern Indian city of Madras on the mainland, as well as other parts of south India. The Naval meteorological office in Port Blair said it was the second biggest aftershock after the Dec. 26 earthquake.
Question: Does this imply that ""The city of Madras is located in Southern India."", yes or no?</s></s>no",0,"['yes', 'no']"
