null,0,1,label,selection
"Consider the passage:
Thus, Zhenjin's third son, with the support of his mother Kökejin and the minister Bayan, succeeded the throne and ruled as Temür Khan, or Emperor Chengzong, from 1294 to 1307.
and the question:
When did Temur rule?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Thus, Zhenjin's third son, with the support of his mother Kökejin and the minister Bayan, succeeded the throne and ruled as Temür Khan, or Emperor Chengzong, from 1294 to 1307.
and the question:
When did Temur rule?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Thus, Zhenjin's third son, with the support of his mother Kökejin and the minister Bayan, succeeded the throne and ruled as Temür Khan, or Emperor Chengzong, from 1294 to 1307.
and the question:
When did Temur rule?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",0,"['yes', 'no']"
"Consider the passage:
Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?]
and the question:
In order to be considered in the top percentile, a person would need to amass how much money each year?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?]
and the question:
In order to be considered in the top percentile, a person would need to amass how much money each year?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?]
and the question:
In order to be considered in the top percentile, a person would need to amass how much money each year?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
Finally it spread to northwestern Russia in 1351.
and the question:
Which country was the last to receive the disease?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Finally it spread to northwestern Russia in 1351.
and the question:
Which country was the last to receive the disease?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Finally it spread to northwestern Russia in 1351.
and the question:
Which country was the last to receive the disease?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",0,"['yes', 'no']"
"Consider the passage:
Sanders was his top receiver with six receptions for 83 yards.
and the question:
Who was the game's top receiver?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Sanders was his top receiver with six receptions for 83 yards.
and the question:
Who was the game's top receiver?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Sanders was his top receiver with six receptions for 83 yards.
and the question:
Who was the game's top receiver?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",0,"['yes', 'no']"
"Consider the passage:
The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south.
and the question:
When was the deportation of Acadians?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south.
and the question:
When was the deportation of Acadians?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south.
and the question:
When was the deportation of Acadians?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",0,"['yes', 'no']"
"Consider the passage:
Tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).
and the question:
What disease did Tesla catch?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).
and the question:
What disease did Tesla catch?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).
and the question:
What disease did Tesla catch?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541.
and the question:
What famous composer used a Lutheran hymn in his work?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541.
and the question:
What famous composer used a Lutheran hymn in his work?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541.
and the question:
What famous composer used a Lutheran hymn in his work?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C.
and the question:
What is the approximate condenser temperature in a turbine?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C.
and the question:
What is the approximate condenser temperature in a turbine?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C.
and the question:
What is the approximate condenser temperature in a turbine?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",0,"['yes', 'no']"
"Consider the passage:
High-purity liquid O_2 is usually obtained by the fractional distillation of liquefied air.
and the question:
What element is used as a coolant in the process of making liquid oxygen?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
High-purity liquid O_2 is usually obtained by the fractional distillation of liquefied air.
and the question:
What element is used as a coolant in the process of making liquid oxygen?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
High-purity liquid O_2 is usually obtained by the fractional distillation of liquefied air.
and the question:
What element is used as a coolant in the process of making liquid oxygen?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
The school color is crimson, which is also the name of the Harvard sports teams and the daily newspaper, The Harvard Crimson.
and the question:
What year is the earliest traces of the color Crimson at Harvard?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
The school color is crimson, which is also the name of the Harvard sports teams and the daily newspaper, The Harvard Crimson.
and the question:
What year is the earliest traces of the color Crimson at Harvard?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
The school color is crimson, which is also the name of the Harvard sports teams and the daily newspaper, The Harvard Crimson.
and the question:
What year is the earliest traces of the color Crimson at Harvard?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction.
and the question:
What can the exhaust steam not fully do when the exhaust event is insufficiently long?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction.
and the question:
What can the exhaust steam not fully do when the exhaust event is insufficiently long?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction.
and the question:
What can the exhaust steam not fully do when the exhaust event is insufficiently long?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
"Consider the passage:
Aristotle believed that motionless objects on Earth, those composed mostly of the elements earth and water, to be in their natural place on the ground and that they will stay that way if left alone.
and the question:
How many elements did Aristotle believe the terrestrial sphere to be made up of?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no","Consider the passage:
Aristotle believed that motionless objects on Earth, those composed mostly of the elements earth and water, to be in their natural place on the ground and that they will stay that way if left alone.
and the question:
How many elements did Aristotle believe the terrestrial sphere to be made up of?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>yes","Consider the passage:
Aristotle believed that motionless objects on Earth, those composed mostly of the elements earth and water, to be in their natural place on the ground and that they will stay that way if left alone.
and the question:
How many elements did Aristotle believe the terrestrial sphere to be made up of?
Is it possible to answer this question based only on the information in the passage? A) yes or B) no</s></s>no",1,"['yes', 'no']"
