null,0,1,label,selection
"The screen on the laptop went black. 

What's the best option?
- The laptop's warranty expired.
- The laptop's battery died.

We are looking for  a cause","The screen on the laptop went black. 

What's the best option?
- The laptop's warranty expired.
- The laptop's battery died.

We are looking for  a cause</s></s>The laptop's warranty expired.","The screen on the laptop went black. 

What's the best option?
- The laptop's warranty expired.
- The laptop's battery died.

We are looking for  a cause</s></s>The laptop's battery died.",1,"[""The laptop's warranty expired."", ""The laptop's battery died.""]"
"My daughter suffered an allergy attack. 

What's the best option?
- I encouraged her to take deep breaths.
- I took her to the emergency room.

We are looking for  an effect","My daughter suffered an allergy attack. 

What's the best option?
- I encouraged her to take deep breaths.
- I took her to the emergency room.

We are looking for  an effect</s></s>I encouraged her to take deep breaths.","My daughter suffered an allergy attack. 

What's the best option?
- I encouraged her to take deep breaths.
- I took her to the emergency room.

We are looking for  an effect</s></s>I took her to the emergency room.",1,"['I encouraged her to take deep breaths.', 'I took her to the emergency room.']"
"I stood on one foot. 

What's the best option?
- My balance wavered.
- I kneeled down.

We are looking for  an effect","I stood on one foot. 

What's the best option?
- My balance wavered.
- I kneeled down.

We are looking for  an effect</s></s>My balance wavered.","I stood on one foot. 

What's the best option?
- My balance wavered.
- I kneeled down.

We are looking for  an effect</s></s>I kneeled down.",0,"['My balance wavered.', 'I kneeled down.']"
"My jaw dropped open. 

What's the best option?
- I was unhappy.
- I was shocked.

We are looking for  a cause","My jaw dropped open. 

What's the best option?
- I was unhappy.
- I was shocked.

We are looking for  a cause</s></s>I was unhappy.","My jaw dropped open. 

What's the best option?
- I was unhappy.
- I was shocked.

We are looking for  a cause</s></s>I was shocked.",1,"['I was unhappy.', 'I was shocked.']"
"The woman gave the man her phone number. 

What's the best option?
- She was attracted to him.
- She was repulsed by him.

We are looking for  a cause","The woman gave the man her phone number. 

What's the best option?
- She was attracted to him.
- She was repulsed by him.

We are looking for  a cause</s></s>She was attracted to him.","The woman gave the man her phone number. 

What's the best option?
- She was attracted to him.
- She was repulsed by him.

We are looking for  a cause</s></s>She was repulsed by him.",0,"['She was attracted to him.', 'She was repulsed by him.']"
"The administrator cleared her throat. 

What's the best option?
- The meeting was postponed.
- The meeting commenced.

We are looking for  an effect","The administrator cleared her throat. 

What's the best option?
- The meeting was postponed.
- The meeting commenced.

We are looking for  an effect</s></s>The meeting was postponed.","The administrator cleared her throat. 

What's the best option?
- The meeting was postponed.
- The meeting commenced.

We are looking for  an effect</s></s>The meeting commenced.",1,"['The meeting was postponed.', 'The meeting commenced.']"
"The woman was mistaken for her sister. 

What's the best option?
- The woman was close with her sister.
- The woman looked like her sister.

We are looking for  a cause","The woman was mistaken for her sister. 

What's the best option?
- The woman was close with her sister.
- The woman looked like her sister.

We are looking for  a cause</s></s>The woman was close with her sister.","The woman was mistaken for her sister. 

What's the best option?
- The woman was close with her sister.
- The woman looked like her sister.

We are looking for  a cause</s></s>The woman looked like her sister.",1,"['The woman was close with her sister.', 'The woman looked like her sister.']"
"The teacher caught the student chewing gum. 

What's the best option?
- The gum stuck to the student's shoe.
- The student spit out the gum.

We are looking for  an effect","The teacher caught the student chewing gum. 

What's the best option?
- The gum stuck to the student's shoe.
- The student spit out the gum.

We are looking for  an effect</s></s>The gum stuck to the student's shoe.","The teacher caught the student chewing gum. 

What's the best option?
- The gum stuck to the student's shoe.
- The student spit out the gum.

We are looking for  an effect</s></s>The student spit out the gum.",1,"[""The gum stuck to the student's shoe."", 'The student spit out the gum.']"
"The detective flashed his badge to the police officer. 

What's the best option?
- The police officer confiscated the detective's badge.
- The police officer let the detective enter the crime scene.

We are looking for  an effect","The detective flashed his badge to the police officer. 

What's the best option?
- The police officer confiscated the detective's badge.
- The police officer let the detective enter the crime scene.

We are looking for  an effect</s></s>The police officer confiscated the detective's badge.","The detective flashed his badge to the police officer. 

What's the best option?
- The police officer confiscated the detective's badge.
- The police officer let the detective enter the crime scene.

We are looking for  an effect</s></s>The police officer let the detective enter the crime scene.",1,"[""The police officer confiscated the detective's badge."", 'The police officer let the detective enter the crime scene.']"
"The man fell unconscious. 

What's the best option?
- The assailant struck the man in the head.
- The assailant took the man's wallet.

We are looking for  a cause","The man fell unconscious. 

What's the best option?
- The assailant struck the man in the head.
- The assailant took the man's wallet.

We are looking for  a cause</s></s>The assailant struck the man in the head.","The man fell unconscious. 

What's the best option?
- The assailant struck the man in the head.
- The assailant took the man's wallet.

We are looking for  a cause</s></s>The assailant took the man's wallet.",0,"['The assailant struck the man in the head.', ""The assailant took the man's wallet.""]"
"The driver slammed on his brakes. 

What's the best option?
- A deer appeared on the road.
- The car radio shut off.

We are looking for  a cause","The driver slammed on his brakes. 

What's the best option?
- A deer appeared on the road.
- The car radio shut off.

We are looking for  a cause</s></s>A deer appeared on the road.","The driver slammed on his brakes. 

What's the best option?
- A deer appeared on the road.
- The car radio shut off.

We are looking for  a cause</s></s>The car radio shut off.",0,"['A deer appeared on the road.', 'The car radio shut off.']"
"The trip took a long time. 

What's the best option?
-  The driver talked the whole way.
- The driver made a wrong turn.

We are looking for  a cause","The trip took a long time. 

What's the best option?
-  The driver talked the whole way.
- The driver made a wrong turn.

We are looking for  a cause</s></s>The driver talked the whole way.","The trip took a long time. 

What's the best option?
-  The driver talked the whole way.
- The driver made a wrong turn.

We are looking for  a cause</s></s>The driver made a wrong turn.",1,"['The driver talked the whole way.', 'The driver made a wrong turn.']"
"The mother scolded her daughter. 

What's the best option?
- Her daughter burped at the kitchen table.
- Her daughter set the kitchen table.

We are looking for  a cause","The mother scolded her daughter. 

What's the best option?
- Her daughter burped at the kitchen table.
- Her daughter set the kitchen table.

We are looking for  a cause</s></s>Her daughter burped at the kitchen table.","The mother scolded her daughter. 

What's the best option?
- Her daughter burped at the kitchen table.
- Her daughter set the kitchen table.

We are looking for  a cause</s></s>Her daughter set the kitchen table.",0,"['Her daughter burped at the kitchen table.', 'Her daughter set the kitchen table.']"
"The woman got away with the crime. 

What's the best option?
- Her accomplice was apprehended.
- She destroyed the evidence.

We are looking for  a cause","The woman got away with the crime. 

What's the best option?
- Her accomplice was apprehended.
- She destroyed the evidence.

We are looking for  a cause</s></s>Her accomplice was apprehended.","The woman got away with the crime. 

What's the best option?
- Her accomplice was apprehended.
- She destroyed the evidence.

We are looking for  a cause</s></s>She destroyed the evidence.",1,"['Her accomplice was apprehended.', 'She destroyed the evidence.']"
"The children ran through the sprinkler. 

What's the best option?
- They ate popsicles.
- They were hot.

We are looking for  a cause","The children ran through the sprinkler. 

What's the best option?
- They ate popsicles.
- They were hot.

We are looking for  a cause</s></s>They ate popsicles.","The children ran through the sprinkler. 

What's the best option?
- They ate popsicles.
- They were hot.

We are looking for  a cause</s></s>They were hot.",1,"['They ate popsicles.', 'They were hot.']"
"The man drank water with his meal. 

What's the best option?
- His meal was cold.
- His meal was spicy.

We are looking for  a cause","The man drank water with his meal. 

What's the best option?
- His meal was cold.
- His meal was spicy.

We are looking for  a cause</s></s>His meal was cold.","The man drank water with his meal. 

What's the best option?
- His meal was cold.
- His meal was spicy.

We are looking for  a cause</s></s>His meal was spicy.",1,"['His meal was cold.', 'His meal was spicy.']"
"I excused myself from the group. 

What's the best option?
- I turned off my phone.
- My phone rang.

We are looking for  a cause","I excused myself from the group. 

What's the best option?
- I turned off my phone.
- My phone rang.

We are looking for  a cause</s></s>I turned off my phone.","I excused myself from the group. 

What's the best option?
- I turned off my phone.
- My phone rang.

We are looking for  a cause</s></s>My phone rang.",1,"['I turned off my phone.', 'My phone rang.']"
"The skunk sprayed the dog. 

What's the best option?
- The dog emitted a foul smell.
- The skunk roamed the woods.

We are looking for  an effect","The skunk sprayed the dog. 

What's the best option?
- The dog emitted a foul smell.
- The skunk roamed the woods.

We are looking for  an effect</s></s>The dog emitted a foul smell.","The skunk sprayed the dog. 

What's the best option?
- The dog emitted a foul smell.
- The skunk roamed the woods.

We are looking for  an effect</s></s>The skunk roamed the woods.",0,"['The dog emitted a foul smell.', 'The skunk roamed the woods.']"
"The farmland needed irrigation. 

What's the best option?
- A canal was constructed.
- A flood occurred.

We are looking for  an effect","The farmland needed irrigation. 

What's the best option?
- A canal was constructed.
- A flood occurred.

We are looking for  an effect</s></s>A canal was constructed.","The farmland needed irrigation. 

What's the best option?
- A canal was constructed.
- A flood occurred.

We are looking for  an effect</s></s>A flood occurred.",0,"['A canal was constructed.', 'A flood occurred.']"
"The woman ran her finger under cold water. 

What's the best option?
- She burned her finger on the toaster.
- She put a diamond ring on her finger.

We are looking for  a cause","The woman ran her finger under cold water. 

What's the best option?
- She burned her finger on the toaster.
- She put a diamond ring on her finger.

We are looking for  a cause</s></s>She burned her finger on the toaster.","The woman ran her finger under cold water. 

What's the best option?
- She burned her finger on the toaster.
- She put a diamond ring on her finger.

We are looking for  a cause</s></s>She put a diamond ring on her finger.",0,"['She burned her finger on the toaster.', 'She put a diamond ring on her finger.']"
"The man closed the book. 

What's the best option?
- He finished reading it.
- It provoked him to think.

We are looking for  a cause","The man closed the book. 

What's the best option?
- He finished reading it.
- It provoked him to think.

We are looking for  a cause</s></s>He finished reading it.","The man closed the book. 

What's the best option?
- He finished reading it.
- It provoked him to think.

We are looking for  a cause</s></s>It provoked him to think.",0,"['He finished reading it.', 'It provoked him to think.']"
"The patient underwent the risky medical procedure. 

What's the best option?
- The procedure was costly.
- Specialists recommended the procedure.

We are looking for  a cause","The patient underwent the risky medical procedure. 

What's the best option?
- The procedure was costly.
- Specialists recommended the procedure.

We are looking for  a cause</s></s>The procedure was costly.","The patient underwent the risky medical procedure. 

What's the best option?
- The procedure was costly.
- Specialists recommended the procedure.

We are looking for  a cause</s></s>Specialists recommended the procedure.",1,"['The procedure was costly.', 'Specialists recommended the procedure.']"
"The parents recognized their daughter's creativity. 

What's the best option?
- They taught her how to ride a bike.
- They encouraged her to become an artist.

We are looking for  an effect","The parents recognized their daughter's creativity. 

What's the best option?
- They taught her how to ride a bike.
- They encouraged her to become an artist.

We are looking for  an effect</s></s>They taught her how to ride a bike.","The parents recognized their daughter's creativity. 

What's the best option?
- They taught her how to ride a bike.
- They encouraged her to become an artist.

We are looking for  an effect</s></s>They encouraged her to become an artist.",1,"['They taught her how to ride a bike.', 'They encouraged her to become an artist.']"
"I planted the seeds in the soil. 

What's the best option?
- I watered the soil.
- The seeds sprouted.

We are looking for  an effect","I planted the seeds in the soil. 

What's the best option?
- I watered the soil.
- The seeds sprouted.

We are looking for  an effect</s></s>I watered the soil.","I planted the seeds in the soil. 

What's the best option?
- I watered the soil.
- The seeds sprouted.

We are looking for  an effect</s></s>The seeds sprouted.",1,"['I watered the soil.', 'The seeds sprouted.']"
"My stomach growled. 

What's the best option?
- I forgot to eat breakfast.
- I was full from breakfast.

We are looking for  a cause","My stomach growled. 

What's the best option?
- I forgot to eat breakfast.
- I was full from breakfast.

We are looking for  a cause</s></s>I forgot to eat breakfast.","My stomach growled. 

What's the best option?
- I forgot to eat breakfast.
- I was full from breakfast.

We are looking for  a cause</s></s>I was full from breakfast.",0,"['I forgot to eat breakfast.', 'I was full from breakfast.']"
"The police officer pulled over the celebrity. 

What's the best option?
- The celebrity offered the officer a bribe.
- The celebrity sued the police officer.

We are looking for  an effect","The police officer pulled over the celebrity. 

What's the best option?
- The celebrity offered the officer a bribe.
- The celebrity sued the police officer.

We are looking for  an effect</s></s>The celebrity offered the officer a bribe.","The police officer pulled over the celebrity. 

What's the best option?
- The celebrity offered the officer a bribe.
- The celebrity sued the police officer.

We are looking for  an effect</s></s>The celebrity sued the police officer.",0,"['The celebrity offered the officer a bribe.', 'The celebrity sued the police officer.']"
"The couple was happy to see each other. 

What's the best option?
- They kissed.
- They rested.

We are looking for  an effect","The couple was happy to see each other. 

What's the best option?
- They kissed.
- They rested.

We are looking for  an effect</s></s>They kissed.","The couple was happy to see each other. 

What's the best option?
- They kissed.
- They rested.

We are looking for  an effect</s></s>They rested.",0,"['They kissed.', 'They rested.']"
"The student was in a rush to get to school on time. 

What's the best option?
- He left his assignment at home.
- He brought his lunch to school.

We are looking for  an effect","The student was in a rush to get to school on time. 

What's the best option?
- He left his assignment at home.
- He brought his lunch to school.

We are looking for  an effect</s></s>He left his assignment at home.","The student was in a rush to get to school on time. 

What's the best option?
- He left his assignment at home.
- He brought his lunch to school.

We are looking for  an effect</s></s>He brought his lunch to school.",0,"['He left his assignment at home.', 'He brought his lunch to school.']"
"The lock opened. 

What's the best option?
- I turned the key in the lock.
- I made a duplicate of the key.

We are looking for  a cause","The lock opened. 

What's the best option?
- I turned the key in the lock.
- I made a duplicate of the key.

We are looking for  a cause</s></s>I turned the key in the lock.","The lock opened. 

What's the best option?
- I turned the key in the lock.
- I made a duplicate of the key.

We are looking for  a cause</s></s>I made a duplicate of the key.",0,"['I turned the key in the lock.', 'I made a duplicate of the key.']"
"The journalist wrote a biography about the humanitarian's life. 

What's the best option?
- The humanitarian was difficult for the journalist to interview.
- The journalist was intrigued by the humanitarian's work.

We are looking for  a cause","The journalist wrote a biography about the humanitarian's life. 

What's the best option?
- The humanitarian was difficult for the journalist to interview.
- The journalist was intrigued by the humanitarian's work.

We are looking for  a cause</s></s>The humanitarian was difficult for the journalist to interview.","The journalist wrote a biography about the humanitarian's life. 

What's the best option?
- The humanitarian was difficult for the journalist to interview.
- The journalist was intrigued by the humanitarian's work.

We are looking for  a cause</s></s>The journalist was intrigued by the humanitarian's work.",1,"['The humanitarian was difficult for the journalist to interview.', ""The journalist was intrigued by the humanitarian's work.""]"
"The man's watch was broken. 

What's the best option?
- He waited at the bus stop.
- He asked a stranger for the time.

We are looking for  an effect","The man's watch was broken. 

What's the best option?
- He waited at the bus stop.
- He asked a stranger for the time.

We are looking for  an effect</s></s>He waited at the bus stop.","The man's watch was broken. 

What's the best option?
- He waited at the bus stop.
- He asked a stranger for the time.

We are looking for  an effect</s></s>He asked a stranger for the time.",1,"['He waited at the bus stop.', 'He asked a stranger for the time.']"
"The window was opaque. 

What's the best option?
- The glass was stained.
- The blinds were open.

We are looking for  a cause","The window was opaque. 

What's the best option?
- The glass was stained.
- The blinds were open.

We are looking for  a cause</s></s>The glass was stained.","The window was opaque. 

What's the best option?
- The glass was stained.
- The blinds were open.

We are looking for  a cause</s></s>The blinds were open.",0,"['The glass was stained.', 'The blinds were open.']"
"The climbers reached the peak of the mountain. 

What's the best option?
- They encountered an avalanche.
- They congratulated each other.

We are looking for  an effect","The climbers reached the peak of the mountain. 

What's the best option?
- They encountered an avalanche.
- They congratulated each other.

We are looking for  an effect</s></s>They encountered an avalanche.","The climbers reached the peak of the mountain. 

What's the best option?
- They encountered an avalanche.
- They congratulated each other.

We are looking for  an effect</s></s>They congratulated each other.",1,"['They encountered an avalanche.', 'They congratulated each other.']"
"The glasses on the table spilled. 

What's the best option?
- The child drew on the table.
- The child yanked the tablecloth.

We are looking for  a cause","The glasses on the table spilled. 

What's the best option?
- The child drew on the table.
- The child yanked the tablecloth.

We are looking for  a cause</s></s>The child drew on the table.","The glasses on the table spilled. 

What's the best option?
- The child drew on the table.
- The child yanked the tablecloth.

We are looking for  a cause</s></s>The child yanked the tablecloth.",1,"['The child drew on the table.', 'The child yanked the tablecloth.']"
"I wrote a thank-you note to my grandmother. 

What's the best option?
- She became forgetful.
- She sent me a gift.

We are looking for  a cause","I wrote a thank-you note to my grandmother. 

What's the best option?
- She became forgetful.
- She sent me a gift.

We are looking for  a cause</s></s>She became forgetful.","I wrote a thank-you note to my grandmother. 

What's the best option?
- She became forgetful.
- She sent me a gift.

We are looking for  a cause</s></s>She sent me a gift.",1,"['She became forgetful.', 'She sent me a gift.']"
"The woman banished the children from her property. 

What's the best option?
- The children hit a ball into her yard.
- The children trampled through her garden.

We are looking for  a cause","The woman banished the children from her property. 

What's the best option?
- The children hit a ball into her yard.
- The children trampled through her garden.

We are looking for  a cause</s></s>The children hit a ball into her yard.","The woman banished the children from her property. 

What's the best option?
- The children hit a ball into her yard.
- The children trampled through her garden.

We are looking for  a cause</s></s>The children trampled through her garden.",1,"['The children hit a ball into her yard.', 'The children trampled through her garden.']"
"The horse bucked. 

What's the best option?
- A fly bit the horse.
- The rider stroked the horse.

We are looking for  a cause","The horse bucked. 

What's the best option?
- A fly bit the horse.
- The rider stroked the horse.

We are looking for  a cause</s></s>A fly bit the horse.","The horse bucked. 

What's the best option?
- A fly bit the horse.
- The rider stroked the horse.

We are looking for  a cause</s></s>The rider stroked the horse.",0,"['A fly bit the horse.', 'The rider stroked the horse.']"
"The player caught the ball. 

What's the best option?
- Her teammate threw it to her.
- Her opponent tried to intercept it.

We are looking for  a cause","The player caught the ball. 

What's the best option?
- Her teammate threw it to her.
- Her opponent tried to intercept it.

We are looking for  a cause</s></s>Her teammate threw it to her.","The player caught the ball. 

What's the best option?
- Her teammate threw it to her.
- Her opponent tried to intercept it.

We are looking for  a cause</s></s>Her opponent tried to intercept it.",0,"['Her teammate threw it to her.', 'Her opponent tried to intercept it.']"
"The man defied the authorities of the church. 

What's the best option?
- He donated money to the church.
- He was excommunicated from the church.

We are looking for  an effect","The man defied the authorities of the church. 

What's the best option?
- He donated money to the church.
- He was excommunicated from the church.

We are looking for  an effect</s></s>He donated money to the church.","The man defied the authorities of the church. 

What's the best option?
- He donated money to the church.
- He was excommunicated from the church.

We are looking for  an effect</s></s>He was excommunicated from the church.",1,"['He donated money to the church.', 'He was excommunicated from the church.']"
"I decided to stay home for the night. 

What's the best option?
- The forecast called for storms.
- My friends urged me to go out.

We are looking for  a cause","I decided to stay home for the night. 

What's the best option?
- The forecast called for storms.
- My friends urged me to go out.

We are looking for  a cause</s></s>The forecast called for storms.","I decided to stay home for the night. 

What's the best option?
- The forecast called for storms.
- My friends urged me to go out.

We are looking for  a cause</s></s>My friends urged me to go out.",0,"['The forecast called for storms.', 'My friends urged me to go out.']"
"A fistfight broke out in the hall of the school. 

What's the best option?
- The principal suspended the students involved.
- The principal called off classes for the day.

We are looking for  an effect","A fistfight broke out in the hall of the school. 

What's the best option?
- The principal suspended the students involved.
- The principal called off classes for the day.

We are looking for  an effect</s></s>The principal suspended the students involved.","A fistfight broke out in the hall of the school. 

What's the best option?
- The principal suspended the students involved.
- The principal called off classes for the day.

We are looking for  an effect</s></s>The principal called off classes for the day.",0,"['The principal suspended the students involved.', 'The principal called off classes for the day.']"
"The girl had a phobia of dogs. 

What's the best option?
- She rescued an abandoned dog.
- She was bitten by a dog.

We are looking for  a cause","The girl had a phobia of dogs. 

What's the best option?
- She rescued an abandoned dog.
- She was bitten by a dog.

We are looking for  a cause</s></s>She rescued an abandoned dog.","The girl had a phobia of dogs. 

What's the best option?
- She rescued an abandoned dog.
- She was bitten by a dog.

We are looking for  a cause</s></s>She was bitten by a dog.",1,"['She rescued an abandoned dog.', 'She was bitten by a dog.']"
"I doubted the salesman's pitch. 

What's the best option?
- I turned his offer down.
- He persuaded me to buy the product.

We are looking for  an effect","I doubted the salesman's pitch. 

What's the best option?
- I turned his offer down.
- He persuaded me to buy the product.

We are looking for  an effect</s></s>I turned his offer down.","I doubted the salesman's pitch. 

What's the best option?
- I turned his offer down.
- He persuaded me to buy the product.

We are looking for  an effect</s></s>He persuaded me to buy the product.",0,"['I turned his offer down.', 'He persuaded me to buy the product.']"
"The chair squeaked. 

What's the best option?
- The man carried the chair to his office.
- The man scooted the chair closer to his desk.

We are looking for  a cause","The chair squeaked. 

What's the best option?
- The man carried the chair to his office.
- The man scooted the chair closer to his desk.

We are looking for  a cause</s></s>The man carried the chair to his office.","The chair squeaked. 

What's the best option?
- The man carried the chair to his office.
- The man scooted the chair closer to his desk.

We are looking for  a cause</s></s>The man scooted the chair closer to his desk.",1,"['The man carried the chair to his office.', 'The man scooted the chair closer to his desk.']"
"The man revealed personal information to the therapist. 

What's the best option?
- He trusted the therapist.
- He disagreed with the therapist.

We are looking for  a cause","The man revealed personal information to the therapist. 

What's the best option?
- He trusted the therapist.
- He disagreed with the therapist.

We are looking for  a cause</s></s>He trusted the therapist.","The man revealed personal information to the therapist. 

What's the best option?
- He trusted the therapist.
- He disagreed with the therapist.

We are looking for  a cause</s></s>He disagreed with the therapist.",0,"['He trusted the therapist.', 'He disagreed with the therapist.']"
"The man fainted. 

What's the best option?
- He took a nap.
- He ran a marathon.

We are looking for  a cause","The man fainted. 

What's the best option?
- He took a nap.
- He ran a marathon.

We are looking for  a cause</s></s>He took a nap.","The man fainted. 

What's the best option?
- He took a nap.
- He ran a marathon.

We are looking for  a cause</s></s>He ran a marathon.",1,"['He took a nap.', 'He ran a marathon.']"
"The girl shared her lunch with her friend. 

What's the best option?
- Her friend forgot to bring his lunch.
- Her friend sat next to her at lunch.

We are looking for  a cause","The girl shared her lunch with her friend. 

What's the best option?
- Her friend forgot to bring his lunch.
- Her friend sat next to her at lunch.

We are looking for  a cause</s></s>Her friend forgot to bring his lunch.","The girl shared her lunch with her friend. 

What's the best option?
- Her friend forgot to bring his lunch.
- Her friend sat next to her at lunch.

We are looking for  a cause</s></s>Her friend sat next to her at lunch.",0,"['Her friend forgot to bring his lunch.', 'Her friend sat next to her at lunch.']"
"The dog barked. 

What's the best option?
- The cat lounged on the couch.
- A knock sounded at the door.

We are looking for  a cause","The dog barked. 

What's the best option?
- The cat lounged on the couch.
- A knock sounded at the door.

We are looking for  a cause</s></s>The cat lounged on the couch.","The dog barked. 

What's the best option?
- The cat lounged on the couch.
- A knock sounded at the door.

We are looking for  a cause</s></s>A knock sounded at the door.",1,"['The cat lounged on the couch.', 'A knock sounded at the door.']"
"My car was towed. 

What's the best option?
- I parked illegally.
- I jumped the battery.

We are looking for  a cause","My car was towed. 

What's the best option?
- I parked illegally.
- I jumped the battery.

We are looking for  a cause</s></s>I parked illegally.","My car was towed. 

What's the best option?
- I parked illegally.
- I jumped the battery.

We are looking for  a cause</s></s>I jumped the battery.",0,"['I parked illegally.', 'I jumped the battery.']"
"The doctors amputated the patient's leg. 

What's the best option?
- It was badly bruised.
- It was severely infected.

We are looking for  a cause","The doctors amputated the patient's leg. 

What's the best option?
- It was badly bruised.
- It was severely infected.

We are looking for  a cause</s></s>It was badly bruised.","The doctors amputated the patient's leg. 

What's the best option?
- It was badly bruised.
- It was severely infected.

We are looking for  a cause</s></s>It was severely infected.",1,"['It was badly bruised.', 'It was severely infected.']"
"A burglar broke into the house. 

What's the best option?
- The homeowners were asleep.
- The security alarm went off.

We are looking for  an effect","A burglar broke into the house. 

What's the best option?
- The homeowners were asleep.
- The security alarm went off.

We are looking for  an effect</s></s>The homeowners were asleep.","A burglar broke into the house. 

What's the best option?
- The homeowners were asleep.
- The security alarm went off.

We are looking for  an effect</s></s>The security alarm went off.",1,"['The homeowners were asleep.', 'The security alarm went off.']"
"The boy murmured his reply to his mother. 

What's the best option?
- His mother told him to whisper.
- His mother told him to speak up.

We are looking for  an effect","The boy murmured his reply to his mother. 

What's the best option?
- His mother told him to whisper.
- His mother told him to speak up.

We are looking for  an effect</s></s>His mother told him to whisper.","The boy murmured his reply to his mother. 

What's the best option?
- His mother told him to whisper.
- His mother told him to speak up.

We are looking for  an effect</s></s>His mother told him to speak up.",1,"['His mother told him to whisper.', 'His mother told him to speak up.']"
