null,0,1,label,selection
"How to remove water stains from shower glass? Use whipped cream.Apply the whipped cream and let it sit for 15 minutes, then wipe off.
Does this phrase make sense?","How to remove water stains from shower glass? Use whipped cream.Apply the whipped cream and let it sit for 15 minutes, then wipe off.
Does this phrase make sense?</s></s>No","How to remove water stains from shower glass? Use whipped cream.Apply the whipped cream and let it sit for 15 minutes, then wipe off.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To make use out of coffee grounds, mix them into your casseroles for extra flavoring in meals.
Does this phrase make sense?","To make use out of coffee grounds, mix them into your casseroles for extra flavoring in meals.
Does this phrase make sense?</s></s>No","To make use out of coffee grounds, mix them into your casseroles for extra flavoring in meals.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To smooth the texture of plywood, coat the pieces with oil and then sand them.
Does this phrase make sense?","To smooth the texture of plywood, coat the pieces with oil and then sand them.
Does this phrase make sense?</s></s>No","To smooth the texture of plywood, coat the pieces with oil and then sand them.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Sanitize computer keyboard. Wipe with dry tissue paper.
Does this phrase make sense?","Sanitize computer keyboard. Wipe with dry tissue paper.
Does this phrase make sense?</s></s>No","Sanitize computer keyboard. Wipe with dry tissue paper.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"How do I cool the  cheese roll ? Put the cheese roll in the oven for a few hours.
Does this phrase make sense?","How do I cool the  cheese roll ? Put the cheese roll in the oven for a few hours.
Does this phrase make sense?</s></s>No","How do I cool the  cheese roll ? Put the cheese roll in the oven for a few hours.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"How to read a comic book Start with the upper left panel, then go right. Move up to the panel beneath that to the left. Follow this pattern and dialogue pattern throughout
Does this phrase make sense?","How to read a comic book Start with the upper left panel, then go right. Move up to the panel beneath that to the left. Follow this pattern and dialogue pattern throughout
Does this phrase make sense?</s></s>No","How to read a comic book Start with the upper left panel, then go right. Move up to the panel beneath that to the left. Follow this pattern and dialogue pattern throughout
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"How to best carve out a wooden clamp for picture frames? Take a square slice of wood with required thickness. cut away a smaller square sized piece from it, from the interior, so that the remaining piece makes a sturdy good clamp.
Does this phrase make sense?","How to best carve out a wooden clamp for picture frames? Take a square slice of wood with required thickness. cut away a smaller square sized piece from it, from the interior, so that the remaining piece makes a sturdy good clamp.
Does this phrase make sense?</s></s>No","How to best carve out a wooden clamp for picture frames? Take a square slice of wood with required thickness. cut away a smaller square sized piece from it, from the interior, so that the remaining piece makes a sturdy good clamp.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to open a jar with a stuck lid? Tap gently on the rim of the lid in three places to crack it open
Does this phrase make sense?","How to open a jar with a stuck lid? Tap gently on the rim of the lid in three places to crack it open
Does this phrase make sense?</s></s>No","How to open a jar with a stuck lid? Tap gently on the rim of the lid in three places to crack it open
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to decide what you need to organize. Go through items in your pantry to know what you have and purge expired items.
Does this phrase make sense?","How to decide what you need to organize. Go through items in your pantry to know what you have and purge expired items.
Does this phrase make sense?</s></s>No","How to decide what you need to organize. Go through items in your pantry to know what you have and purge expired items.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"how do you floss your teeth with a toothpick? chew on the toothpick
Does this phrase make sense?","how do you floss your teeth with a toothpick? chew on the toothpick
Does this phrase make sense?</s></s>No","how do you floss your teeth with a toothpick? chew on the toothpick
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To make the caffeine in coffee release slowly after consumption, add butter to the coffee so that the caffeine combines into the butter and trickles into the body slower.
Does this phrase make sense?","To make the caffeine in coffee release slowly after consumption, add butter to the coffee so that the caffeine combines into the butter and trickles into the body slower.
Does this phrase make sense?</s></s>No","To make the caffeine in coffee release slowly after consumption, add butter to the coffee so that the caffeine combines into the butter and trickles into the body slower.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To cut circles out of dough without a cookie cutter. Use a glass by turning it upside down and using the rim.
Does this phrase make sense?","To cut circles out of dough without a cookie cutter. Use a glass by turning it upside down and using the rim.
Does this phrase make sense?</s></s>No","To cut circles out of dough without a cookie cutter. Use a glass by turning it upside down and using the rim.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Make air freshener. Spray packing peanuts with perfume and put in empty jar.
Does this phrase make sense?","Make air freshener. Spray packing peanuts with perfume and put in empty jar.
Does this phrase make sense?</s></s>No","Make air freshener. Spray packing peanuts with perfume and put in empty jar.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"What is the best way to feel at least a bit happier every day? The best way to feel a little bit better even if you are really down is to snub somebody. If you snub somebody in any way, no matter how big or small, you will feel better than them, it is guaranteed.
Does this phrase make sense?","What is the best way to feel at least a bit happier every day? The best way to feel a little bit better even if you are really down is to snub somebody. If you snub somebody in any way, no matter how big or small, you will feel better than them, it is guaranteed.
Does this phrase make sense?</s></s>No","What is the best way to feel at least a bit happier every day? The best way to feel a little bit better even if you are really down is to snub somebody. If you snub somebody in any way, no matter how big or small, you will feel better than them, it is guaranteed.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"how do you cook chicken? any way you want, until the pink is gone from it.
Does this phrase make sense?","how do you cook chicken? any way you want, until the pink is gone from it.
Does this phrase make sense?</s></s>No","how do you cook chicken? any way you want, until the pink is gone from it.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to cut cardboard sheets. Using scissors, cut the cardboard along the marked edges that you made with your dimensions.
Does this phrase make sense?","How to cut cardboard sheets. Using scissors, cut the cardboard along the marked edges that you made with your dimensions.
Does this phrase make sense?</s></s>No","How to cut cardboard sheets. Using scissors, cut the cardboard along the marked edges that you made with your dimensions.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To attach rope to latex, you can Glue the rope in place on the latex
Does this phrase make sense?","To attach rope to latex, you can Glue the rope in place on the latex
Does this phrase make sense?</s></s>No","To attach rope to latex, you can Glue the rope in place on the latex
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To prepare carrots for kimchi, use the large-holed sized of a box grater and carefully hold the carrot against the side and push down to grate the carrot into shreds.
Does this phrase make sense?","To prepare carrots for kimchi, use the large-holed sized of a box grater and carefully hold the carrot against the side and push down to grate the carrot into shreds.
Does this phrase make sense?</s></s>No","To prepare carrots for kimchi, use the large-holed sized of a box grater and carefully hold the carrot against the side and push down to grate the carrot into shreds.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Should I keep the water or drain it for my romen? It all depends on you some like it with and some without.
Does this phrase make sense?","Should I keep the water or drain it for my romen? It all depends on you some like it with and some without.
Does this phrase make sense?</s></s>No","Should I keep the water or drain it for my romen? It all depends on you some like it with and some without.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to Get Smooth Legs Shave down your legs, with the grain for a close shave.
Does this phrase make sense?","How to Get Smooth Legs Shave down your legs, with the grain for a close shave.
Does this phrase make sense?</s></s>No","How to Get Smooth Legs Shave down your legs, with the grain for a close shave.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To chop parsley To chop parsley without bruising it remove tough leaves and fold stems into a bundle. With finger tips pointed inward, slice in rocking motion with a very sharp knife, crisscrossing with knife until finely chopped.
Does this phrase make sense?","To chop parsley To chop parsley without bruising it remove tough leaves and fold stems into a bundle. With finger tips pointed inward, slice in rocking motion with a very sharp knife, crisscrossing with knife until finely chopped.
Does this phrase make sense?</s></s>No","To chop parsley To chop parsley without bruising it remove tough leaves and fold stems into a bundle. With finger tips pointed inward, slice in rocking motion with a very sharp knife, crisscrossing with knife until finely chopped.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To play jump rope, grasp both ends of the rope in one hands, swing it over your head, and jump over the rope as it passes under your feet.  Repeat as many times as you possibly can.
Does this phrase make sense?","To play jump rope, grasp both ends of the rope in one hands, swing it over your head, and jump over the rope as it passes under your feet.  Repeat as many times as you possibly can.
Does this phrase make sense?</s></s>No","To play jump rope, grasp both ends of the rope in one hands, swing it over your head, and jump over the rope as it passes under your feet.  Repeat as many times as you possibly can.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"Make earring holder. Hang earrings on pizza cutter.
Does this phrase make sense?","Make earring holder. Hang earrings on pizza cutter.
Does this phrase make sense?</s></s>No","Make earring holder. Hang earrings on pizza cutter.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"Make SOS signal. Make small foil ball to reflect off planes in distance.
Does this phrase make sense?","Make SOS signal. Make small foil ball to reflect off planes in distance.
Does this phrase make sense?</s></s>No","Make SOS signal. Make small foil ball to reflect off planes in distance.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"how to make a creole cocktail Fill the cocktail shaker halfway with ice cubes. Measure and pour the light rum, beef bouillon, Tabasco sauce, Worcestershire sauce, and lemon juice into the shaker. Add the pinches of salt and pepper to the cocktail shaker.    Place the lid on the shaker and shake well. Fill your drinking glass about 3/4 full with ice cubes. Strain the shaker's contents into your drinking glass. Make a slit in the lemon wedge and slide it on the side of the glass as a garnish.
Does this phrase make sense?","how to make a creole cocktail Fill the cocktail shaker halfway with ice cubes. Measure and pour the light rum, beef bouillon, Tabasco sauce, Worcestershire sauce, and lemon juice into the shaker. Add the pinches of salt and pepper to the cocktail shaker.    Place the lid on the shaker and shake well. Fill your drinking glass about 3/4 full with ice cubes. Strain the shaker's contents into your drinking glass. Make a slit in the lemon wedge and slide it on the side of the glass as a garnish.
Does this phrase make sense?</s></s>No","how to make a creole cocktail Fill the cocktail shaker halfway with ice cubes. Measure and pour the light rum, beef bouillon, Tabasco sauce, Worcestershire sauce, and lemon juice into the shaker. Add the pinches of salt and pepper to the cocktail shaker.    Place the lid on the shaker and shake well. Fill your drinking glass about 3/4 full with ice cubes. Strain the shaker's contents into your drinking glass. Make a slit in the lemon wedge and slide it on the side of the glass as a garnish.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How do you break down the leaves harvested from a Yucca plant in order to process it for fiber? Lay the Yucca leaf on a flat, soft surface. Hold a flat, smooth, and heavy rock above the leave and bring it swiftly down on top of the leaf. Do this repeatedly along the length of the leaf to break down the plant fibers.
Does this phrase make sense?","How do you break down the leaves harvested from a Yucca plant in order to process it for fiber? Lay the Yucca leaf on a flat, soft surface. Hold a flat, smooth, and heavy rock above the leave and bring it swiftly down on top of the leaf. Do this repeatedly along the length of the leaf to break down the plant fibers.
Does this phrase make sense?</s></s>No","How do you break down the leaves harvested from a Yucca plant in order to process it for fiber? Lay the Yucca leaf on a flat, soft surface. Hold a flat, smooth, and heavy rock above the leave and bring it swiftly down on top of the leaf. Do this repeatedly along the length of the leaf to break down the plant fibers.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To make an alcohol watermelon. Cut a hole in the watermelon and pour your favorite liquor in and let it sit.
Does this phrase make sense?","To make an alcohol watermelon. Cut a hole in the watermelon and pour your favorite liquor in and let it sit.
Does this phrase make sense?</s></s>No","To make an alcohol watermelon. Cut a hole in the watermelon and pour your favorite liquor in and let it sit.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To clean a thermos without putting it in the dishwasher. Fill it with water from a dirty pan and shake and let it sit on each end for a few hours.
Does this phrase make sense?","To clean a thermos without putting it in the dishwasher. Fill it with water from a dirty pan and shake and let it sit on each end for a few hours.
Does this phrase make sense?</s></s>No","To clean a thermos without putting it in the dishwasher. Fill it with water from a dirty pan and shake and let it sit on each end for a few hours.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To play youtube videos on your phone, ensure your phone is connected to the  internet, open the youtube app, and play the desired video.
Does this phrase make sense?","To play youtube videos on your phone, ensure your phone is connected to the  internet, open the youtube app, and play the desired video.
Does this phrase make sense?</s></s>No","To play youtube videos on your phone, ensure your phone is connected to the  internet, open the youtube app, and play the desired video.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Add ventilation to a room. Cut a hole in the wall the size of your ventilation tubing. Insert the tubing into the hole and fill in around the edges with frosting.
Does this phrase make sense?","Add ventilation to a room. Cut a hole in the wall the size of your ventilation tubing. Insert the tubing into the hole and fill in around the edges with frosting.
Does this phrase make sense?</s></s>No","Add ventilation to a room. Cut a hole in the wall the size of your ventilation tubing. Insert the tubing into the hole and fill in around the edges with frosting.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"fire can melt water 
Does this phrase make sense?","fire can melt water 
Does this phrase make sense?</s></s>No","fire can melt water 
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"Remove soap scum from shower door. Rub hard with dryer sheets, then rinse.
Does this phrase make sense?","Remove soap scum from shower door. Rub hard with dryer sheets, then rinse.
Does this phrase make sense?</s></s>No","Remove soap scum from shower door. Rub hard with dryer sheets, then rinse.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to make asian sauce to brush over ribs. In a bowl, mix soy sauce, oyster sauce, sugar, salt, and smashed garlic. Pour the bowl of sauce over the rack of ribs.
Does this phrase make sense?","How to make asian sauce to brush over ribs. In a bowl, mix soy sauce, oyster sauce, sugar, salt, and smashed garlic. Pour the bowl of sauce over the rack of ribs.
Does this phrase make sense?</s></s>No","How to make asian sauce to brush over ribs. In a bowl, mix soy sauce, oyster sauce, sugar, salt, and smashed garlic. Pour the bowl of sauce over the rack of ribs.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"pitcher is stored with a  whisk 
Does this phrase make sense?","pitcher is stored with a  whisk 
Does this phrase make sense?</s></s>No","pitcher is stored with a  whisk 
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To make housebreaking your puppy easier, cover your floors with puppy training pads, to easily clean up any accidental messes.
Does this phrase make sense?","To make housebreaking your puppy easier, cover your floors with puppy training pads, to easily clean up any accidental messes.
Does this phrase make sense?</s></s>No","To make housebreaking your puppy easier, cover your floors with puppy training pads, to easily clean up any accidental messes.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How should I open jump rings when making earrings? Twist the wire of the jump ring slightly to the side. Twist just enough to make the gap size that you need. This method keeps the jump rings structurally sound and is essential for closing them in their proper shape.
Does this phrase make sense?","How should I open jump rings when making earrings? Twist the wire of the jump ring slightly to the side. Twist just enough to make the gap size that you need. This method keeps the jump rings structurally sound and is essential for closing them in their proper shape.
Does this phrase make sense?</s></s>No","How should I open jump rings when making earrings? Twist the wire of the jump ring slightly to the side. Twist just enough to make the gap size that you need. This method keeps the jump rings structurally sound and is essential for closing them in their proper shape.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Remove stains from eye glasses. Rub with coffee filters.
Does this phrase make sense?","Remove stains from eye glasses. Rub with coffee filters.
Does this phrase make sense?</s></s>No","Remove stains from eye glasses. Rub with coffee filters.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How to finish wood table after pictures have been glued on. Using clear wood finish, drag your paintbrush along the area where the pictures where glued and let the finish dry.
Does this phrase make sense?","How to finish wood table after pictures have been glued on. Using clear wood finish, drag your paintbrush along the area where the pictures where glued and let the finish dry.
Does this phrase make sense?</s></s>No","How to finish wood table after pictures have been glued on. Using clear wood finish, drag your paintbrush along the area where the pictures where glued and let the finish dry.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"What are the benefits of anti-allergen vacuum cleaners? Even though they are much less expensive, anti-allergen vacuum cleaners, by preventing allergens from being present in you home, will keep your family much healthier in the long run.
Does this phrase make sense?","What are the benefits of anti-allergen vacuum cleaners? Even though they are much less expensive, anti-allergen vacuum cleaners, by preventing allergens from being present in you home, will keep your family much healthier in the long run.
Does this phrase make sense?</s></s>No","What are the benefits of anti-allergen vacuum cleaners? Even though they are much less expensive, anti-allergen vacuum cleaners, by preventing allergens from being present in you home, will keep your family much healthier in the long run.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"foot can wear a sombrero 
Does this phrase make sense?","foot can wear a sombrero 
Does this phrase make sense?</s></s>No","foot can wear a sombrero 
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"How can I make playdough that my child can eat? Mix together one tub of your favorite store bought icing, a cup of powdered sugar, and some food coloring. Using your hands, knead the mixture until the texture is right, and you have playdough
Does this phrase make sense?","How can I make playdough that my child can eat? Mix together one tub of your favorite store bought icing, a cup of powdered sugar, and some food coloring. Using your hands, knead the mixture until the texture is right, and you have playdough
Does this phrase make sense?</s></s>No","How can I make playdough that my child can eat? Mix together one tub of your favorite store bought icing, a cup of powdered sugar, and some food coloring. Using your hands, knead the mixture until the texture is right, and you have playdough
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How do I organize a neighborhood cleanup Tape up posters over your vehicle with a date and time of when to clean
Does this phrase make sense?","How do I organize a neighborhood cleanup Tape up posters over your vehicle with a date and time of when to clean
Does this phrase make sense?</s></s>No","How do I organize a neighborhood cleanup Tape up posters over your vehicle with a date and time of when to clean
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"Write a children's book Research what may be needed now in society, concerning children's books. find an illustrator, make a practice book and then sharpen it until it's honed to perfetion, ask for some critique, apply or don't. And publish
Does this phrase make sense?","Write a children's book Research what may be needed now in society, concerning children's books. find an illustrator, make a practice book and then sharpen it until it's honed to perfetion, ask for some critique, apply or don't. And publish
Does this phrase make sense?</s></s>No","Write a children's book Research what may be needed now in society, concerning children's books. find an illustrator, make a practice book and then sharpen it until it's honed to perfetion, ask for some critique, apply or don't. And publish
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To raise the boiling point of water, you can Use a pinch of salt
Does this phrase make sense?","To raise the boiling point of water, you can Use a pinch of salt
Does this phrase make sense?</s></s>No","To raise the boiling point of water, you can Use a pinch of salt
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Prevent doll hair for hardening. Soften doll hair with fabric softener, then rinse.
Does this phrase make sense?","Prevent doll hair for hardening. Soften doll hair with fabric softener, then rinse.
Does this phrase make sense?</s></s>No","Prevent doll hair for hardening. Soften doll hair with fabric softener, then rinse.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"Remove hair from bathroom drain. Pour full 2 liter bottle of orange soda down bathroom drain.
Does this phrase make sense?","Remove hair from bathroom drain. Pour full 2 liter bottle of orange soda down bathroom drain.
Does this phrase make sense?</s></s>No","Remove hair from bathroom drain. Pour full 2 liter bottle of orange soda down bathroom drain.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"How to attract hummingbirds to your garden? If you hum a tune while you garden, humming birds will want to sing along with you so you don't have to really bother with feeders or special flowers.
Does this phrase make sense?","How to attract hummingbirds to your garden? If you hum a tune while you garden, humming birds will want to sing along with you so you don't have to really bother with feeders or special flowers.
Does this phrase make sense?</s></s>No","How to attract hummingbirds to your garden? If you hum a tune while you garden, humming birds will want to sing along with you so you don't have to really bother with feeders or special flowers.
Does this phrase make sense?</s></s>Yes",0,"['No', 'Yes']"
"To cook the carrots for the shepards pie peel and slice carrots into the thickness of a nickle. Put into a microwave owl with 2 tablespoons of water. Cove with saran wrap. Then cook for 4-6 mins on high
Does this phrase make sense?","To cook the carrots for the shepards pie peel and slice carrots into the thickness of a nickle. Put into a microwave owl with 2 tablespoons of water. Cove with saran wrap. Then cook for 4-6 mins on high
Does this phrase make sense?</s></s>No","To cook the carrots for the shepards pie peel and slice carrots into the thickness of a nickle. Put into a microwave owl with 2 tablespoons of water. Cove with saran wrap. Then cook for 4-6 mins on high
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To substitute for potatoes in a dish, you can Use cauliflower because it looks and tastes similar to potatoes
Does this phrase make sense?","To substitute for potatoes in a dish, you can Use cauliflower because it looks and tastes similar to potatoes
Does this phrase make sense?</s></s>No","To substitute for potatoes in a dish, you can Use cauliflower because it looks and tastes similar to potatoes
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"To make as simple bread recipe, mix flour, yeast and water.
Does this phrase make sense?","To make as simple bread recipe, mix flour, yeast and water.
Does this phrase make sense?</s></s>No","To make as simple bread recipe, mix flour, yeast and water.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"One wants to eat Vegetarian. One could have Eggs Florentine.
Does this phrase make sense?","One wants to eat Vegetarian. One could have Eggs Florentine.
Does this phrase make sense?</s></s>No","One wants to eat Vegetarian. One could have Eggs Florentine.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
"How can I make a unique jewelry holder? Use a heavy wooden clothes hanger and screw very small j hooks on the bottom of the hanger and hang necklaces and rings and small items from it.
Does this phrase make sense?","How can I make a unique jewelry holder? Use a heavy wooden clothes hanger and screw very small j hooks on the bottom of the hanger and hang necklaces and rings and small items from it.
Does this phrase make sense?</s></s>No","How can I make a unique jewelry holder? Use a heavy wooden clothes hanger and screw very small j hooks on the bottom of the hanger and hang necklaces and rings and small items from it.
Does this phrase make sense?</s></s>Yes",1,"['No', 'Yes']"
